,Rank,Word,Frequency
6499,4296,"..,?",1
6486,4297,잔소리,1
6505,4298,고찰,1
6510,4299,pic.twitter.com/IqtOiKUpHT,1
6765,4300,부르짖다,1
6509,4301,분한,1
6508,4302,#BTSxGenUlimited,1
6507,4303,#unga,1
6506,4304,중임,1
6504,4305,심각하다,1
6768,4306,집도,1
6503,4307,오조오억,1
6502,4308,.twitter.com/Xl1H65fhsv,1
6766,4309,면세,1
6501,4310,.twitter.com/lBffJcSML7,1
6500,4311,_twtpic.twitter.com/oSGksLD8CC,1
6767,4312,바빳,1
6775,4313,부쩍,1
6777,4314,쵸,1
6731,4315,안대,1
6465,4316,pic.twitter.com/r3UWFAaZrM,1
6785,4317,규칙,1
6470,4318,pic.twitter.com/m0m749qzPt,1
6469,4319,!@!,1
6468,4320,캐캐캐캡,1
6786,4321,심심하다,1
6467,4322,pic.twitter.com/v1Iwt88hmN,1
6464,4323,었기,1
6471,4324,ㅠㅠㅠㅜㅠㅜ,1
6787,4325,치마,1
6788,4326,들추다,1
6462,4327,절반,1
6461,4328,기네,1
6459,4329,해대,1
6457,4330,)pic.twitter.com/YuBEJNN5Rm,1
6784,4331,수색,1
6472,4332,자만,1
6778,4333,차마,1
6782,4334,폰카,1
6779,4335,ㅇㅈㄹ,1
6484,4336,써클,1
6483,4337,다크,1
6780,4338,막말,1
6481,4339,쿵푸,1
6781,4340,마인드,1
6480,4341,03091013,1
6473,4342,pic.twitter.com/V4iEjluqfF,1
6479,4343,__,1
6478,4344,pic.twitter.com/4wciHlsG3E,1
6477,4345,지루하다,1
6476,4346,.twitter.com/c9zlTq57m7,1
6475,4347,pic.twitter.com/Fotna0LXmS,1
6474,4348,pic.twitter.com/3ENtpf3LLk,1
6764,4349,인장,1
6511,4350,~~!,1
6763,4351,음침하다,1
6546,4352,pic.twitter.com/19roy0zrKM,1
6742,4353,웹,1
6548,4354,THEM,1
6547,4355,LOOK,1
6743,4356,버퍼,1
6744,4357,pic.twitter.com/tnAXvbZV2z,1
6745,4358,복습,1
6746,4359,105,1
6549,4360,IM,1
6543,4361,",((",1
6542,4362,pic.twitter.com/ctuWlHyKC0,1
6541,4363,흙흐그륵흙,1
6540,4364,ㅠㅠㅠㅈㄴ,1
6539,4365,♡♡♡♡,1
6538,4366,pic.twitter.com/pUMEpcAnfl,1
6741,4367,코미디드라마,1
6550,4368,SO,1
6512,4369,pic.twitter.com/mJ9CpMrjOq,1
6737,4370,분출,1
6732,4371,개머싯어,1
6733,4372,_WEB_TVpic.twitter.com/9q3sWFGirG,1
6558,4373,youth,1
6734,4374,덜다,1
6735,4375,pic.twitter.com/Bzy794nbLQ,1
6736,4376,빠,1
6557,4377,.twitter.com/nqlTo5Nmcn,1
6551,4378,PROUD,1
6556,4379,pic.twitter.com/ySB4sULpTP,1
6555,4380,https://twitter.com/i/broadcasts/1LyxBQaXkjbJN,1
6739,4381,실추,1
6554,4382,.twitter.com/tUNYMpQizT,1
6553,4383,.twitter.com/ipzXWnqKWn,1
6740,4384,앤드,1
6537,4385,쨩,1
6536,4386,#BTSxGenUnlimited,1
6535,4387,믓찌,1
6518,4388,볼일,1
6756,4389,없긔,1
6757,4390,독,1
6758,4391,계쏙,1
6520,4392,있다뇨,1
6759,4393,pic.twitter.com/JtJjiTnlqH,1
6519,4394,만큼은,1
6517,4395,으루,1
6747,4396,OK,1
6516,4397,.twitter.com/KfcJ0bhBeL,1
6760,4398,호모,1
6514,4399,데레,1
6761,4400,주둥이,1
6762,4401,걸레,1
6513,4402,pic.twitter.com/Va5U9VTszS,1
6521,4403,pic.twitter.com/MIbDUITZ0U,1
6753,4404,⁠https://twitter.com/All_Wonder_/status/1043793816963014657,1
6752,4405,옜다,1
6522,4406,관캐,1
6523,4407,안기다,1
6524,4408,부러,1
6525,4409,pic.twitter.com/O7fmK87wGT,1
6751,4410,pic.twitter.com/3RZ9Q6PGxz,1
6750,4411,금방,1
6749,4412,거조,1
6526,4413,.;;,1
6527,4414,pic.twitter.com/E4o75ZpeTm,1
6528,4415,IN,1
6530,4416,pic.twitter.com/iwkmmDWxn1,1
6531,4417,쥭음,1
6532,4418,pic.twitter.com/H6vlEuhD8r,1
6748,4419,pic.twitter.com/DTN6zuqjM8,1
6251,4420,시반,1
6902,4421,He,1
5762,4422,노럐부른,1
5927,4423,강약,1
7033,4424,까발리다,1
5933,4425,수능,1
7034,4426,레전설,1
5932,4427,_twtpic.twitter.com/IgYaATCzw3,1
5930,4428,한결,1
5929,4429,완벽,1
7037,4430,pic.twitter.com/zL24TBS9bh,1
5935,4431,쇼파,1
5924,4432,pic.twitter.com/K9Ptd9NnDQ,1
7038,4433,우려,1
7039,4434,대감,1
7040,4435,껏,1
5922,4436,따라오다,1
7041,4437,10~20,1
5934,4438,비연,1
7032,4439,어쪌,1
5921,4440,pic.twitter.com/2bVWoxaB52,1
5942,4441,트판,1
5949,4442,철철,1
7025,4443,_twtpic.twitter.com/3pwSeSHvTn,1
7026,4444,단상,1
7027,4445,뒤로,1
7028,4446,//.//,1
5943,4447,또잉,1
5941,4448,아닣,1
5936,4449,쭈구려,1
7030,4450,방시혁,1
5940,4451,으음,1
5939,4452,꿈꾸다,1
5938,4453,룽,1
7031,4454,취소,1
5937,4455,엠넷,1
7042,4456,_twtpic.twitter.com/HnIjqY8bq4,1
5920,4457,띵곡입니,1
5950,4458,pic.twitter.com/VMydZrbt29,1
7052,4459,_twtpic.twitter.com/rFUZOHo7xI,1
7048,4460,삼사,1
7050,4461,이일,1
5901,4462,#방탄UN,1
5900,4463,#Lovemyself,1
7051,4464,정도밖에안되는,1
5899,4465,#LoveYourself,1
7053,4466,???-,1
5905,4467,⁠pic.twitter.com/U8g936BG1f,1
5896,4468,소문,1
7054,4469,꺄욱,1
7055,4470,크아,1
5894,4471,Loveyour,1
5893,4472,따흐흑,1
5892,4473,늙은이,1
7047,4474,내생,1
5906,4475,",,???,,,?",1
5919,4476,change,1
7045,4477,폭뽀,1
5918,4478,wale,1
5917,4479,몭,1
5916,4480,조심,1
7043,4481,일링,1
7044,4482,빵터지다,1
5914,4483,님덜,1
7046,4484,pic.twitter.com/Hc0sbpIKLC,1
5907,4485,https://youtu.be/nV901l6e3ls,1
5913,4486,~!~!~,1
5912,4487,500,1
5911,4488,뿌실듯,1
5910,4489,흐뭇하다,1
5909,4490,대강,1
5908,4491,윤샘절,1
7024,4492,플러스,1
5951,4493,혐오범죄,1
5891,4494,처리,1
5996,4495,반증,1
6001,4496,#남준아_최고야_늘_짜릿해,1
6000,4497,#남준아_수고했어,1
5999,4498,증,1
7006,4499,모토로,1
5998,4500,#BTSForYouth2030,1
5997,4501,지속,1
5993,4502,넵,1
7005,4503,술직힌,1
7007,4504,직업,1
5990,4505,가즈,1
5989,4506,https://youtu.be/2uIuMmyE8h4,1
7008,4507,기관,1
7009,4508,전율,1
7010,4509,_twtpic.twitter.com/9h0nXiMvnF,1
6002,4510,#BTS_고마워,1
6004,4511,SPEAKS,1
7011,4512,.twitter.com/3f3EC91OLt,1
7001,4513,암튼,1
6016,4514,논의,1
6015,4515,병역,1
6999,4516,모에,1
6013,4517,#랭킹뉴스,1
6012,4518,http://tinyurl.com/ya87hrkz,1
7000,4519,까페,1
6010,4520,엔띠띠즌,1
7004,4521,진일,1
7002,4522,범접,1
6009,4523,빼액,1
6008,4524,http://youtu.be/LEcQ2-5Fh3s?a,1
6007,4525,09242018,1
7003,4526,비관,1
6006,4527,Unlimited,1
5988,4528,FULL,1
7012,4529,#해피홉이타임,1
5954,4530,ㅅㅂㅋㅋㅋ,1
7020,4531,베란다,1
5970,4532,간만,1
6656,4533,버퍼링,1
5968,4534,pic.twitter.com/Tvkimuyj3J,1
5967,4535,어린시절,1
5966,4536,체거,1
5965,4537,하즈,1
5963,4538,~!~!,1
5972,4539,쥐쨔,1
5962,4540,탠데,1
5961,4541,:),1
5960,4542,토닥토닥,1
5958,4543,??;;,1
7021,4544,오억,1
5955,4545,게요,1
5971,4546,pic.twitter.com/98yhdegPrc,1
5973,4547,쑤다,1
7013,4548,#홉시,1
7016,4549,이pic.twitter.com/jR3ELZeqp1,1
7014,4550,#호석시,1
5986,4551,마시다,1
5985,4552,/twitter.com/UNICEF/status/1044357197600305156,1
7015,4553,#JHOPE,1
5981,4554,어젠다,1
5980,4555,UNICEF,1
7017,4556,신뢰,1
5974,4557,pic.twitter.com/92XbOqlYWd,1
5979,4558,_twtpic.twitter.com/3xeYJInile,1
5978,4559,발걸음,1
7018,4560,지도자,1
5976,4561,아들내미,1
5975,4562,환가,1
7019,4563,추대,1
7056,4564,ㅏㅏㅏ,1
7057,4565,편지,1
6249,4566,고스,1
7087,4567,잏오,1
5809,4568,리기,1
5808,4569,나빠지다,1
7086,4570,라이,1
5807,4571,적극,1
5806,4572,다봣어,1
5805,4573,",,''",1
5804,4574,날뛰다,1
5812,4575,천상계,1
5803,4576,ㅅㅋ,1
5802,4577,똑디,1
7088,4578,|~~~~~~~,1
5801,4579,사고방식,1
5800,4580,훨낫다,1
5798,4581,놀랏,1
5811,4582,부모,1
5813,4583,내려오다,1
5796,4584,애냨,1
5823,4585,끼치다,1
5828,4586,술상,1
7084,4587,자진,1
5827,4588,ㄱㅇㄱ,1
5826,4589,시티홀,1
5825,4590,일생,1
7085,4591,아르,1
5822,4592,선사,1
5814,4593,pic.twitter.com/OXFqvWalk5,1
5821,4594,pic.twitter.com/OhRwTPt4SA,1
5820,4595,예비,1
5818,4596,부터는,1
5817,4597,자책,1
5816,4598,풀리다,1
5815,4599,이제껏,1
5797,4600,ㄱㅋㄱㅋㅋ,1
5795,4601,얜,1
5830,4602,친정,1
5771,4603,pic.twitter.com/I7qFRfIbzE,1
5777,4604,팼다,1
7096,4605,_twtpic.twitter.com/JUuOiJ2dKX,1
5775,4606,맡기다,1
5774,4607,ㅂㄷㅂㄷ,1
5773,4608,주어지다,1
5772,4609,엇음,1
5769,4610,그라데이션,1
5779,4611,기차,1
5767,4612,...!-!,1
5766,4613,http://monthly.chosun.com/client/mdaily/daily_view.asp?Idx=5117&Newsnumb=2018095117,1
7098,4614,!?!?!?,1
5764,4615,유엔본부,1
5763,4616,;;;;;;;;;;;;;;,1
7099,4617,여타,1
5778,4618,시시하다,1
5780,4619,추출,1
5794,4620,pic.twitter.com/wJIYfXiYmR,1
7090,4621,어그,1
7089,4622,10.17pic.twitter.com/1DoYvsF8Pb,1
5792,4623,옾챝,1
5791,4624,바이오,1
5789,4625,페미,1
5788,4626,암퇘지,1
5787,4627,느금마,1
5786,4628,피방,1
5781,4629,http://bigfile.mail.naver.com/bigfileupload/download?fid=BqeTD6l9p6bjKCeoprl9axvwKovrHqUmKx2maxU9KxtwKAKdHqu9FAgdFqv9axvjK4t/p4EwFz3vpoI4K4umpoEdMouZa6EqFAp4KqbdKxt=,1
5785,4630,투성이,1
7091,4631,악운,1
7092,4632,반사,1
5784,4633,극치,1
5783,4634,무게,1
5782,4635,http://bigfile.mail.naver.com/bigfileupload/download?fid=BdFTD6l9p6bjKweoprl9axvwKovrHqUmKx2maxU9KxtwKAKdHqu9FAgdFqv9axvjpAKXaAtlK4trMqtmMxkvMriCpxI4FqEZMxU/Mqi0FA2=,1
5829,4636,실컷,1
5831,4637,맥주,1
5890,4638,호화,1
7065,4639,펄른쇼,1
5871,4640,pic.twitter.com/OdadA8EbLb,1
5870,4641,븅딱들,1
5869,4642,621548289,1
5868,4643,격감,1
7064,4644,_twtpic.twitter.com/r9atJF9YdW,1
5866,4645,드럽다,1
5865,4646,키보,1
5872,4647,삶다,1
7066,4648,그림자,1
7067,4649,신술,1
7069,4650,'…,1
5863,4651,한미정상회담,1
5862,4652,머박,1
5861,4653,늘리다,1
7063,4654,연합,1
5873,4655,아침식사,1
5860,4656,북,1
5883,4657,남쥰,1
5889,4658,ㅜㅋㅋㅋ,1
7058,4659,9시,1
5887,4660,대구,1
7059,4661,뉴스보는데,1
7060,4662,기절,1
5884,4663,햇구,1
5882,4664,pic.twitter.com/zRLZDDOwSS,1
5874,4665,순인,1
5881,4666,실검,1
5879,4667,연합뉴스,1
5878,4668,양반,1
7061,4669,United,1
5877,4670,귀가,1
7062,4671,Nations,1
7070,4672,http://zul.im/0F8KGz,1
5859,4673,이스,1
5832,4674,아찔하다,1
7082,4675,물품,1
5843,4676,해pic.twitter.com/r7kxzAlbQh,1
5842,4677,단독콘서트,1
7081,4678,품절,1
5841,4679,올림픽경기장,1
5840,4680,pic.twitter.com/RoSKMbLqT0,1
5839,4681,에서조차,1
5838,4682,개연,1
5845,4683,짤려,1
7083,4684,공장,1
5837,4685,주인공,1
5836,4686,어르신,1
5835,4687,밍아웃,1
5834,4688,사촌동생,1
5833,4689,고모부,1
5844,4690,블랔삐,1
5846,4691,이호,1
5858,4692,궤,1
7075,4693,매년,1
7071,4694,_twtpic.twitter.com/NdRoaJXXXh,1
7072,4695,".,,,",1
7073,4696,으어,1
7074,4697,https://twitter.com/gunijimini/status/1042536036503453696,1
5856,4698,.twitter.com/nLx5VB5qcG,1
5855,4699,#JUNGKOOKpic,1
5854,4700,구매,1
7078,4701,태태,1
5853,4702,버킷,1
7076,4703,pic.twitter.com/3t63PRhHTV,1
7077,4704,#우리_방탄_유엔가네,1
5851,4705,얄심히,1
5848,4706,떠보다,1
5847,4707,렘,1
6017,4708,베베,1
6018,4709,ㄱㅖ,1
6998,4710,목표,1
6172,4711,걷다,1
6176,4712,생생하다,1
6936,4713,룸,1
6937,4714,청회,1
6175,4715,https://entertain.v.daum.net/v/20180925023143184?f=m,1
6174,4716,지은,1
6173,4717,방패,1
6171,4718,플레인,1
6935,4719,JTBC,1
6170,4720,일순간,1
6169,4721,훈훈하다,1
6938,4722,소듕,1
6939,4723,#방탄소년단UN연설,1
6168,4724,소용,1
6167,4725,pic.twitter.com/LOirUYrLcq,1
6178,4726,폭발,1
6934,4727,pic.twitter.com/9djKD1fqk7,1
6164,4728,서울대,1
6185,4729,1000일,1
6928,4730,pic.twitter.com/2F2KEeuxYq,1
6190,4731,겟,1
6188,4732,와이프,1
6187,4733,pic.twitter.com/RhkHWaz60c,1
6186,4734,너무나도,1
6930,4735,짜장면,1
6184,4736,#LoveMyself,1
6179,4737,펑펑,1
6183,4738,명과,1
6931,4739,차돌박이,1
6181,4740,불가하다,1
6932,4741,발리다,1
6180,4742,돌이키다,1
6933,4743,모먼트,1
6165,4744,나레기,1
6940,4745,뉘,1
6926,4746,미나,1
6145,4747,마오,1
6150,4748,십분,1
6149,4749,안쓰럽다,1
6148,4750,쌔빠지,1
6952,4751,쭈까해유,1
6147,4752,티나,1
6146,4753,독해,1
6953,4754,⸝⸝⸝ᵒ̴̶̷,1
6949,4755,ㅠㅠㅠㅜㅜㅜ,1
6954,4756,⌑,1
6142,4757,희한하다,1
6955,4758,ᵒ̴̶̷⸝⸝⸝,1
6140,4759,주행,1
6138,4760,초이스,1
6136,4761,늠름하다,1
6950,4762,덕기,1
6152,4763,보람,1
6941,4764,~~!!',1
6159,4765,심보,1
6942,4766,꼬옥,1
6163,4767,USB,1
6162,4768,늙다,1
6943,4769,_twtpic.twitter.com/Kh2mZdEUmM,1
6161,4770,바닥,1
6160,4771,랰,1
6945,4772,운명,1
6153,4773,.twitter.com/Y3CY2b8aVm,1
6946,4774,흘러가다,1
6947,4775,#BTSonUNpic,1
6157,4776,_twtpic.twitter.com/oPalhAnl9n,1
6948,4777,.twitter.com/Yptuwjyxod,1
6156,4778,존불,1
6155,4779,겸손,1
6927,4780,공중파,1
6925,4781,니키,1
6020,4782,pic.twitter.com/bL5GXQvolE,1
6907,4783,anyone,1
6232,4784,더듬다,1
6231,4785,도취,1
6230,4786,전환,1
6906,4787,than,1
6228,4788,티져,1
6227,4789,미국인,1
6226,4790,Bank,1
6905,4791,better,1
6908,4792,pity,1
6909,4793,스러운,1
6910,4794,pic.twitter.com/i8oSAWRorz,1
6225,4795,World,1
6224,4796,Ambassador,1
6222,4797,끝장,1
6233,4798,멍충,1
6234,4799,이나마,1
6220,4800,솟다,1
6242,4801,´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀,1
6247,4802,.twitter.com/uQGMPcrK1a,1
6246,4803,#BTSinUNpic,1
6245,4804,누나,1
6244,4805,멀리,1
6903,4806,should,1
6243,4807,린,1
6241,4808,;_;,1
6904,4809,research,1
6240,4810,꼬질이들,1
6239,4811,_twtpic.twitter.com/AXH5gyftHN,1
6238,4812,노랫말,1
6237,4813,수퍼히어로,1
6236,4814,호수,1
6235,4815,일산,1
6221,4816,ㅇㅋ,1
6219,4817,심금,1
6924,4818,피쳐링,1
6201,4819,꼼꼼하다,1
6919,4820,앵글,1
6202,4821,비자,1
6920,4822,히히힛,1
6921,4823,세기,1
6922,4824,행운,1
6923,4825,파고,1
6200,4826,정신승리,1
6204,4827,거울,1
6199,4828,넋,1
6198,4829,깔끔하다,1
6197,4830,임팩트,1
6195,4831,대가,1
6194,4832,#나의자랑스러운_방탄,1
6193,4833,이쯤,1
6203,4834,장일,1
6918,4835,저장,1
6911,4836,.twitter.com/qe7pmrUzN6,1
6212,4837,pic.twitter.com/p10Wk8iXDd,1
6218,4838,어엏기늬,1
6217,4839,으헝,1
6216,4840,쏙쏙들어왛구,1
6215,4841,.twitter.com/k8Ha88ra4P,1
6214,4842,#UNpic,1
6213,4843,#유엔연설,1
6913,4844,성지순례,1
6206,4845,감다,1
6211,4846,핸섬가이,1
6209,4847,리치,1
6208,4848,앤,1
6915,4849,#무멘맞갈,1
6916,4850,텔,1
6917,4851,댕글해,1
6956,4852,질감,1
6135,4853,.twitter.com/fIa2wowFb2,1
6957,4854,ㅋㄱㅋㄱㅋㅋㅋ,1
6063,4855,오브,1
6069,4856,기전,1
6068,4857,에가,1
6067,4858,pic.twitter.com/bMKVUgRMwe,1
6066,4859,날자,1
6065,4860,창공,1
6064,4861,다시없다,1
6062,4862,pic.twitter.com/PPaTkoqHEM,1
6989,4863,블리,1
6061,4864,닮다,1
6991,4865,pic.twitter.com/7eHJ0VtBpn,1
6060,4866,지표,1
6059,4867,pic.twitter.com/elE84CP1Fh,1
6058,4868,#unicef,1
6057,4869,_twtpic.twitter.com/7T0ZEsqjLI,1
6990,4870,버블,1
6070,4871,제송햇슴미,1
6056,4872,뻐렁쳐,1
6077,4873,발광,1
6081,4874,비티,1
6984,4875,.twitter.com/78CdGjPhNa,1
6080,4876,턘소년떈,1
6079,4877,수퍼스타,1
6985,4878,https://twitter.com/yonhaptweet/status/1042556599875723264,1
6078,4879,"^,,,,,,",1
6986,4880,한다닛,1
6071,4881,차기,1
6076,4882,가업,1
6075,4883,새뱍,1
6074,4884,",..,,,,",1
6987,4885,..!!!!!!!!!!!!,1
6073,4886,저리,1
6072,4887,비계,1
6992,4888,"]""",1
6993,4889,→美,1
6133,4890,뜰때,1
6025,4891,해나,1
6032,4892,https://news.v.daum.net/v/20180925023143184?f=m,1
6030,4893,개도,1
6029,4894,콕,1
6028,4895,럽유얼셀프,1
6027,4896,숙고,1
6026,4897,해답,1
6995,4898,https://entertain.naver.com/read?oid=421&aid=0003601938,1
6035,4899,와는,1
6024,4900,보탬,1
6023,4901,pic.twitter.com/JTyDV6WOT6,1
6022,4902,https://pca.eonline.com/?source=social-pca&cmpid=twitter-organic-in-tweet-link#vote/cat38,1
6996,4903,국정,1
6021,4904,#TheSocialCeleb,1
6997,4905,파의,1
6033,4906,한국사,1
6036,4907,주무시다,1
6055,4908,서글프다,1
6047,4909,pic.twitter.com/1FVl0C72hW,1
6053,4910,심층,1
6052,4911,모자라,1
6994,4912,대세,1
6051,4913,pic.twitter.com/mugmMKG90k,1
6050,4914,문맥,1
6049,4915,불확실하다,1
6046,4916,ㅅㅂㅋㅋ,1
6037,4917,진기하다,1
6045,4918,냉탕,1
6043,4919,...!!!,1
6041,4920,간주,1
6040,4921,알바,1
6039,4922,pic.twitter.com/WDcsZJFEeQ,1
6038,4923,부자,1
6082,4924,엣스,1
6083,4925,pic.twitter.com/DIEncKPgD3,1
6084,4926,남부,1
6116,4927,애쓰다,1
6966,4928,<<...,1
6122,4929,옝,1
6121,4930,기울이다,1
6120,4931,2시간,1
6119,4932,토익,1
6118,4933,_twtpic.twitter.com/fmf6woAGBR,1
6967,4934,가지가지,1
6124,4935,#석진,1
6115,4936,간결하다,1
6968,4937,백두산,1
6114,4938,미사여구,1
6113,4939,거창하다,1
6112,4940,자극받다,1
6111,4941,_twtpic.twitter.com/I38tJLpsIN,1
6123,4942,뉴스데스크,1
6965,4943,>>>,1
6085,4944,랄짝,1
6960,4945,아파트,1
6132,4946,하아,1
6131,4947,뜸,1
6130,4948,피드,1
6958,4949,ㅋㄱㅋㅋㅋ,1
6129,4950,다라,1
6959,4951,_twtpic.twitter.com/xaR8HBwCvv,1
6961,4952,덥석,1
6964,4953,ㅋㅋㅋㄹㅇ,1
6128,4954,얘넨,1
6962,4955,ㅠㅋㅋ,1
6127,4956,_twtpic.twitter.com/YZsaoihcOE,1
6126,4957,_twtpic.twitter.com/Vzym5AwGI4,1
6963,4958,며칠,1
6125,4959,#JIN,1
6969,4960,pic.twitter.com/2r0KL6grUn,1
6109,4961,절실,1
6970,4962,복판,1
6982,4963,AMAs,1
6979,4964,허언증,1
6094,4965,닥치,1
6980,4966,초등학생,1
6093,4967,_twtpic.twitter.com/WnXLJ24l6z,1
6092,4968,name,1
6981,4969,•᷄ɞ•᷅,1
6091,4970,☆,1
6108,4971,ㅋㄷㅋㄷ,1
6090,4972,솔음,1
6089,4973,다름없다,1
6088,4974,밟다,1
6087,4975,관계자,1
6983,4976,묵묵하다,1
6086,4977,애원,1
6095,4978,쭈그리다,1
6978,4979,pic.twitter.com/JlpzUrnsTe,1
6977,4980,포마드,1
6096,4981,탁탁,1
6097,4982,고닥교,1
6975,4983,#방탄_유엔연설,1
6098,4984,포트폴리오,1
6099,4985,포부,1
6101,4986,자극,1
6102,4987,~...,1
6974,4988,피우다,1
6103,4989,에엠,1
6973,4990,꽃,1
6105,4991,님은,1
6106,4992,타자,1
6107,4993,독거,1
6972,4994,손님,1
0,4995,ㅃㄹ,1
3634,4996,사랑스럽다,1
4991,4997,판치다,1
2354,4998,음악사,1
2366,4999,pic.twitter.com/JXZe6ox9KI,1
2364,5000,_twtpic.twitter.com/qICJrqzLsS,1
2363,5001,씐난다,1
2360,5002,라고만,1
2357,5003,우물,1
2355,5004,목격,1
2346,5005,끼니,1
2369,5006,숙모,1
2342,5007,!!?!!,1
2341,5008,??!!,1
2340,5009,드글드글,1
2339,5010,꼰대들,1
2338,5011,??!,1
2335,5012,전통,1
2368,5013,알구,1
2371,5014,머릿속,1
2321,5015,pic.twitter.com/8SdZEyLgIi,1
2393,5016,페,1
2406,5017,올려놓다,1
2401,5018,펄쩍,1
2397,5019,이라든지,1
2396,5020,xx,1
2395,5021,라든지,1
2394,5022,xxxx,1
2392,5023,비중,1
2372,5024,꽉,1
2389,5025,컴백쇼,1
2388,5026,이딴,1
2382,5027,아프리카,1
2378,5028,평화상,1
2377,5029,노벨,1
2373,5030,민족,1
2328,5031,pic.twitter.com/NxbGfyOcvn,1
2320,5032,별거,1
4990,5033,사방,1
2277,5034,세시,1
2291,5035,pic.twitter.com/rDZeJEj1M6,1
2290,5036,카멜,1
2289,5037,꼽으,1
2287,5038,pic.twitter.com/TiBlqzUEoQ,1
2283,5039,(??),1
2282,5040,pic.twitter.com/WxYEF8urex,1
2276,5041,듭니,1
2294,5042,숙제,1
2275,5043,했겠슴까,1
2273,5044,그래미어워드,1
2272,5045,허헣,1
2270,5046,기네스북,1
2266,5047,#ARMYbehindBTS,1
2264,5048,롭다,1
2293,5049,CF,1
2295,5050,거여,1
2319,5051,15분,1
2309,5052,버클,1
2318,5053,4만,1
2314,5054,???:,1
2313,5055,pic.twitter.com/gv3oIsb9AF,1
2312,5056,바꿈,1
2311,5057,상광,1
2310,5058,리http://dispatch.co.kr/2004834,1
2308,5059,UC,1
2296,5060,구설수,1
2305,5061,지난해,1
2303,5062,구럴,1
2302,5063,11,1
2301,5064,돌이,1
2300,5065,스탄,1
2298,5066,안치,1
2407,5067,pic.twitter.com/3bekhG6Nza,1
2408,5068,어유,1
2413,5069,유하,1
2498,5070,돼지,1
2511,5071,푸마,1
2510,5072,할라카,1
2509,5073,뿌하,1
2508,5074,억수,1
2502,5075,지나,1
2499,5076,빛낼,1
2496,5077,미국방송,1
2514,5078,다카,1
2495,5079,ㅋㅋㅋㄱㅋㅋㅠ,1
2494,5080,pic.twitter.com/WJ7vUH6shY,1
2493,5081,책임감,1
2488,5082,보조개,1
2487,5083,!~,1
2486,5084,찬찬하다,1
2512,5085,신발,1
2517,5086,파국,1
2416,5087,ㅋㅋㄱㄱㅋㅋ,1
2539,5088,리듬게임,1
2547,5089,pic.twitter.com/3yAoiaq3DN,1
2545,5090,여느,1
2544,5091,어른스럽다,1
2543,5092,한없이,1
2542,5093,부수,1
2540,5094,애니메이션,1
2538,5095,예술인,1
2518,5096,시퍼써,1
2536,5097,능,1
2526,5098,독서,1
2525,5099,1:1,1
2524,5100,국어학,1
2522,5101,위안부,1
2519,5102,집단,1
2483,5103,긔엽습네,1
2482,5104,꼬물꼬물,1
2481,5105,도와주다,1
2432,5106,노무,1
2442,5107,영문,1
2440,5108,에피,1
2437,5109,마누라,1
2435,5110,상가,1
2434,5111,탱,1
2433,5112,영감,1
2428,5113,개그,1
2479,5114,양파,1
2427,5115,밝다,1
2426,5116,세심,1
2422,5117,②,1
2420,5118,하겟,1
2418,5119,ㅋㄱㄱㅋㄱㄱㅋ,1
2417,5120,스님,1
2446,5121,마왕,1
2447,5122,pic.twitter.com/I6l241S7cM,1
2448,5123,슈슈님,1
2450,5124,내부,1
2451,5125,아트웍,1
2454,5126,인스타그램,1
2455,5127,판넬,1
2459,5128,풍선,1
2461,5129,까지의,1
2462,5130,폴라로이드,1
2463,5131,레터,1
2464,5132,링,1
2465,5133,pic.twitter.com/9LumLBabNA,1
2466,5134,가온,1
2467,5135,공헌,1
2472,5136,대우,1
2478,5137,주간아이돌,1
2263,5138,풍요,1
2252,5139,거고요,1
2243,5140,신지,1
1983,5141,soul,1
1996,5142,#BestFanArmy,1
1995,5143,#iHeartAwards,1
1994,5144,꼽은거,1
1990,5145,관통,1
1988,5146,일맥상통,1
1984,5147,persona,1
1980,5148,Map,1
2002,5149,예배,1
1979,5150,큨,1
1978,5151,쿠쿠,1
1977,5152,45분,1
1973,5153,싱가폴,1
1968,5154,미인,1
1966,5155,주머니,1
2001,5156,개조,1
2006,5157,다급하다,1
2045,5158,김구,1
2026,5159,예매,1
2041,5160,슨생릠들,1
2040,5161,지구인,1
2039,5162,_twtpic.twitter.com/34n7ST2VMR,1
2038,5163,시절,1
2037,5164,가바,1
2034,5165,박물관,1
2025,5166,가능,1
2007,5167,깨우다,1
2023,5168,9만,1
2021,5169,pic.twitter.com/i5Ls7Ey0AG,1
2018,5170,어리둥절하다,1
2015,5171,vcr,1
2010,5172,전교생,1
2008,5173,목사,1
1955,5174,티켓,1
1950,5175,에게만,1
1947,5176,꿇다,1
1897,5177,pic.twitter.com/jcrFJsHbJH,1
1909,5178,수상자,1
1908,5179,레미,1
1905,5180,美,1
1901,5181,자안,1
1900,5182,밤새,1
1898,5183,뿌슝빠슝뿌슝,1
1896,5184,플,1
1945,5185,설득,1
1894,5186,(?!),1
1893,5187,막춤,1
1892,5188,법칙,1
1889,5189,그랬다고,1
1883,5190,미pic.twitter.com/EeUDIcSrV7,1
1878,5191,하고프다,1
1914,5192,사느랗다,1
1916,5193,YES,1
1917,5194,CHIMMY,1
1918,5195,SAYS,1
1919,5196,HI,1
1921,5197,⁠⁠⁠⁠,1
